Time (s),u: X (4),u: Y (4),u: Z (4),,Time (s),u: X (3),u: Y (3),u: Z (3),,Time (s),u: X (5),u: Y (5),u: Z (5),,Time (s),Rot Vec: X (84),Rot Vec: Y (84),Rot Vec: Z (84),,Time (s),Lin Acc: X (82),Lin Acc: Y (82),Lin Acc: Z (82),,
48509.92077,0.174,-0.296,-0.414,,48509.89587,9.888,-2.793,0.324,,48517.09005,13.184,42.322,-12.463,,48510.68249,-0.306,-0.103,-0.718,,48510.68249,-0.61,-0.736,0.78,,
48509.92575,0.228,-0.343,-0.45,,48509.90085,9.948,-2.75,0.405,,48517.10998,12.793,42.615,-13.342,,48510.6875,-0.303,-0.101,-0.72,,48510.6875,-0.518,-0.588,0.517,,
48509.93072,0.297,-0.402,-0.487,,48509.90585,10.156,-2.656,0.621,,48517.12991,11.816,43.494,-12.964,,48510.69247,-0.301,-0.098,-0.721,,48510.69247,-0.409,-0.489,0.204,,
48509.9357,0.373,-0.47,-0.524,,48509.91083,10.366,-2.486,0.813,,48517.14981,10.352,43.005,-14.099,,48510.72235,-0.286,-0.083,-0.73,,48510.72235,-0.314,0.648,-2.356,,
48509.9407,0.448,-0.539,-0.553,,48509.9158,10.493,-2.261,0.9,,48517.16974,9.082,43.689,-13.977,,48510.72732,-0.282,-0.079,-0.732,,48510.72732,-0.537,0.537,-1.842,,
48509.94568,0.522,-0.598,-0.571,,48509.92077,10.499,-2.114,1.12,,48517.18963,7.324,43.494,-17.261,,48510.73727,-0.281,-0.078,-0.733,,48510.73727,-0.738,0.392,-1.724,,
48509.95065,0.582,-0.639,-0.577,,48509.92575,10.604,-1.995,1.279,,48517.20956,6.348,42.517,-20.288,,48510.74225,-0.281,-0.077,-0.733,,48510.74225,-1.041,0.225,-1.592,,
48509.95563,0.626,-0.662,-0.577,,48509.93072,10.622,-2.038,1.395,,48517.22946,5.664,41.333,-22.559,,48510.74722,-0.28,-0.078,-0.734,,48510.74722,-1.356,-0.121,-1.432,,
48509.9606,0.645,-0.684,-0.571,,48509.9357,10.536,-2.156,1.425,,48517.24939,6.055,39.856,-24.707,,48510.75219,-0.28,-0.078,-0.734,,48510.75219,-1.708,-0.54,-1.133,,
48509.96557,0.64,-0.688,-0.557,,48509.9407,10.398,-2.217,1.372,,48517.26932,5.469,39.368,-26.855,,48510.7572,-0.281,-0.081,-0.732,,48510.7572,-1.91,-0.927,-1.015,,
48509.97055,0.614,-0.683,-0.54,,48509.94568,10.282,-2.225,1.219,,48517.28921,3.809,38.684,-27.49,,48510.76217,-0.283,-0.084,-0.731,,48510.76217,-2,-1.166,-0.972,,
48509.97555,0.581,-0.679,-0.529,,48509.95065,10.215,-2.227,0.906,,48517.30914,1.367,38.391,-28.369,,48510.77212,-0.284,-0.086,-0.73,,48510.76715,-1.944,-1.291,-0.693,,
48509.98053,0.537,-0.677,-0.524,,48509.95563,10.019,-2.286,0.606,,48517.32904,-0.977,39.758,-28.113,,48510.7771,-0.285,-0.09,-0.728,,48510.77212,-1.822,-1.319,-0.183,,
48509.9855,0.484,-0.676,-0.53,,48509.9606,9.886,-2.311,0.283,,48517.34897,-1.953,39.966,-27.356,,48510.78207,-0.287,-0.093,-0.726,,48510.7771,-1.557,-1.164,0.387,,
48509.99048,0.434,-0.674,-0.545,,48509.96557,9.832,-2.201,0.048,,48517.36886,-1.66,39.856,-27.234,,48510.78705,-0.289,-0.097,-0.724,,48510.78207,-1.172,-0.869,0.87,,
48509.99545,0.382,-0.677,-0.567,,48509.97055,9.851,-2.035,-0.153,,48517.38879,-1.758,40.259,-27.49,,48510.79202,-0.29,-0.101,-0.722,,48510.78705,-0.825,-0.638,1.056,,
48510.00042,0.328,-0.685,-0.596,,48509.97555,9.963,-1.837,-0.407,,48517.40872,-1.758,40.161,-27.356,,48510.79703,-0.292,-0.104,-0.719,,48510.79202,-0.546,-0.428,1.134,,
48510.0054,0.284,-0.687,-0.621,,48509.98053,10.009,-1.655,-0.514,,48517.42862,-2.246,41.138,-26.599,,48510.81692,-0.298,-0.118,-0.708,,48510.79703,-0.372,-0.248,1.103,,
48510.01037,0.254,-0.67,-0.636,,48509.9855,10.16,-1.435,-0.484,,48517.44854,-2.832,40.259,-26.978,,48510.8269,-0.299,-0.121,-0.705,,48510.81692,0.75,0.717,-0.058,,
48510.01538,0.228,-0.617,-0.64,,48509.99048,10.346,-1.398,-0.688,,48517.46844,-0.684,37.903,-30.261,,48510.83188,-0.3,-0.123,-0.703,,48510.83188,1.598,1.17,0.134,,
48510.02035,0.192,-0.528,-0.63,,48509.99545,10.511,-1.451,-0.615,,48517.48837,4.395,33.569,-33.301,,48510.84183,-0.303,-0.128,-0.699,,48510.84183,1.74,1.535,0.889,,
48510.02533,0.142,-0.412,-0.614,,48510.00042,10.607,-1.62,-0.327,,48517.50827,9.766,31.812,-32.788,,48510.8468,-0.304,-0.131,-0.697,,48510.8468,2.16,1.593,1.306,,
48510.0303,0.087,-0.266,-0.578,,48510.0054,10.583,-1.713,0.041,,48517.5282,10.449,29.639,-36.584,,48510.85177,-0.305,-0.133,-0.695,,48510.85177,2.344,1.404,1.571,,
48510.03528,0.037,-0.095,-0.529,,48510.01037,10.558,-1.849,0.32,,48517.54812,7.91,25.513,-40.112,,48510.85675,-0.305,-0.136,-0.694,,48510.85675,2.067,0.955,1.832,,
48510.04025,-0.002,0.085,-0.467,,48510.01538,10.57,-2.172,0.575,,48517.56802,4.199,20.02,-42.395,,48510.86175,-0.305,-0.138,-0.693,,48510.86175,1.686,0.426,2.155,,
48510.04522,-0.03,0.269,-0.402,,48510.02035,10.428,-2.575,0.933,,48517.58795,-0.977,15.1,-47.693,,48510.8717,-0.304,-0.14,-0.691,,48510.8717,1.127,-0.482,2.141,,
48510.05023,-0.044,0.436,-0.342,,48510.02533,10.265,-2.935,1.399,,48517.60785,-4.492,11.963,-49.207,,48510.87668,-0.304,-0.141,-0.691,,48510.87668,0.812,-0.758,2.06,,
48510.0552,-0.046,0.567,-0.293,,48510.0303,10.183,-3.214,1.711,,48517.62777,-9.668,11.963,-46.436,,48510.88165,-0.303,-0.141,-0.69,,48510.88165,0.587,-0.909,1.943,,
48510.06018,-0.035,0.651,-0.264,,48510.03528,10.138,-3.362,1.921,,48517.64767,-18.164,11.169,-42.896,,48510.88662,-0.302,-0.141,-0.69,,48510.88662,0.497,-0.865,1.78,,
48510.06515,-0.013,0.684,-0.254,,48510.04025,10.168,-3.388,2.004,,48517.6676,-27.93,11.169,-38.098,,48510.8916,-0.301,-0.141,-0.69,,48510.8916,0.376,-0.705,1.337,,
48510.07013,0.024,0.671,-0.253,,48510.04522,10.199,-3.366,1.939,,48517.6875,-34.961,13.538,-33.044,,48510.8966,-0.299,-0.141,-0.689,,48510.8966,0.156,-0.491,0.732,,
48510.0751,0.07,0.629,-0.25,,48510.05023,10.324,-3.141,1.666,,48517.70743,-39.551,16.577,-27.612,,48510.92645,-0.295,-0.151,-0.681,,48510.92645,0.037,0.465,-1.558,,
48510.08011,0.115,0.571,-0.242,,48510.0552,10.44,-2.825,1.259,,48517.72735,-41.211,19.727,-25.085,,48510.93146,-0.296,-0.157,-0.677,,48510.93146,0.097,0.535,-1.688,,
48510.08508,0.151,0.5,-0.225,,48510.06018,10.402,-2.642,0.938,,48517.74725,-39.648,24.634,-23.315,,48510.93643,-0.297,-0.161,-0.675,,48510.93643,-1.299,-2.192,-2.75,,
48510.09006,0.183,0.415,-0.202,,48510.06515,10.26,-2.646,0.68,,48517.76718,-37.305,27.881,-23.694,,48510.9414,-0.299,-0.164,-0.672,,48510.9414,-0.339,-1.646,-2.624,,
48510.09503,0.208,0.326,-0.18,,48510.07013,10.099,-2.537,0.484,,48517.78708,-34.277,30.334,-25.598,,48510.95135,-0.3,-0.168,-0.669,,48510.95135,1.043,0.055,-1.334,,
48510.1,0.236,0.244,-0.153,,48510.0751,9.854,-2.638,0.216,,48517.80701,-31.25,31.018,-28.247,,48510.95633,-0.302,-0.172,-0.666,,48510.95633,1.169,1.177,-0.825,,
48510.10498,0.267,0.193,-0.132,,48510.08011,9.733,-2.749,-0.089,,48517.82691,-29.492,30.92,-32.666,,48510.9613,-0.304,-0.177,-0.663,,48510.9613,0.381,1.393,-1.265,,
48510.10995,0.287,0.169,-0.125,,48510.08508,9.693,-2.854,-0.246,,48517.84684,-28.516,27.783,-33.923,,48510.96631,-0.306,-0.181,-0.66,,48510.96631,0.354,1.316,-1.6,,
48510.11493,0.298,0.149,-0.116,,48510.09006,9.697,-2.986,-0.232,,48517.86673,-30.859,25.916,-37.842,,48510.97128,-0.308,-0.186,-0.657,,48510.97128,0.869,1.153,-1.281,,
48510.11993,0.303,0.136,-0.106,,48510.09503,9.74,-3.003,0.012,,48517.88666,-31.934,26.794,-35.693,,48510.97626,-0.309,-0.191,-0.653,,48510.97626,1.057,0.84,-1.074,,
48510.12491,0.313,0.12,-0.103,,48510.1,9.834,-2.894,0.216,,48517.90659,-32.91,25.72,-36.072,,48510.98123,-0.311,-0.195,-0.65,,48510.98123,0.828,0.442,-1.045,,
48510.12988,0.328,0.11,-0.09,,48510.10498,9.811,-2.841,0.294,,48517.92649,-33.203,25.623,-34.18,,48510.9862,-0.313,-0.2,-0.647,,48510.9862,0.738,0.21,-0.812,,
48510.13485,0.353,0.106,-0.08,,48510.10995,9.793,-2.883,0.278,,48517.94641,-28.906,25.024,-38.22,,48510.99118,-0.315,-0.204,-0.644,,48510.99118,0.85,0.371,-0.458,,
48510.13983,0.386,0.093,-0.08,,48510.11493,9.936,-2.979,0.359,,48517.96631,-21.094,23.157,-42.139,,48510.99615,-0.317,-0.209,-0.641,,48510.99615,1.049,0.647,-0.265,,
48510.1448,0.416,0.079,-0.08,,48510.11993,9.998,-2.983,0.435,,48517.98624,-15.039,21.289,-44.543,,48511.02603,-0.327,-0.233,-0.624,,48511.02603,1.532,1.016,-0.669,,
48510.14978,0.438,0.074,-0.083,,48510.12491,10.111,-2.969,0.575,,48518.00614,-15.723,17.859,-45.166,,48511.031,-0.329,-0.236,-0.622,,48511.031,1.783,0.925,-1.02,,
48510.15475,0.45,0.08,-0.083,,48510.12988,10.356,-2.899,0.708,,48518.02607,-26.563,16.479,-43.396,,48511.03601,-0.33,-0.239,-0.619,,48511.03601,1.705,0.886,-1.385,,
48510.15976,0.45,0.095,-0.083,,48510.13485,10.373,-2.78,0.773,,,,,,,48511.04098,-0.332,-0.243,-0.617,,48511.04098,1.687,0.874,-1.78,,
48510.16473,0.447,0.119,-0.083,,48510.13983,10.366,-2.667,0.792,,,,,,,48511.04596,-0.334,-0.246,-0.615,,48511.04596,1.769,1.121,-1.874,,
48510.16971,0.427,0.138,-0.082,,48510.1448,10.307,-2.665,0.753,,,,,,,48511.05093,-0.336,-0.25,-0.612,,48511.05093,2.094,1.623,-1.894,,
48510.17468,0.381,0.16,-0.065,,48510.14978,10.233,-2.732,0.739,,,,,,,48511.05591,-0.338,-0.254,-0.61,,48511.05591,2.382,2.197,-1.871,,
48510.17965,0.324,0.195,-0.046,,48510.15475,10.12,-2.699,0.774,,,,,,,48511.06088,-0.341,-0.259,-0.607,,48511.06088,2.379,2.544,-1.832,,
48510.18463,0.265,0.24,-0.026,,48510.15976,9.881,-2.64,0.611,,,,,,,48511.06585,-0.344,-0.264,-0.604,,48511.06585,2.183,2.533,-1.482,,
48510.1896,0.222,0.294,-0.013,,48510.16473,9.605,-2.665,0.276,,,,,,,48511.07086,-0.347,-0.271,-0.601,,48511.07086,2.006,2.508,-0.981,,
48510.19461,0.191,0.354,0.008,,48510.16971,9.519,-2.683,0.138,,,,,,,48511.07583,-0.35,-0.277,-0.598,,48511.07583,2.029,2.643,-0.512,,
48510.19958,0.169,0.42,0.034,,48510.17468,9.48,-2.811,0.226,,,,,,,48511.08081,-0.353,-0.285,-0.594,,48511.08081,1.95,2.693,0.172,,
48510.20456,0.144,0.495,0.07,,48510.17965,9.589,-2.874,0.47,,,,,,,48511.08578,-0.357,-0.292,-0.591,,48511.08578,1.511,2.295,0.481,,
48510.20953,0.126,0.583,0.105,,48510.18463,9.582,-2.962,0.753,,,,,,,48511.09076,-0.36,-0.3,-0.587,,48511.09076,0.835,1.627,0.468,,
48510.21451,0.108,0.689,0.148,,48510.1896,9.575,-2.965,0.96,,,,,,,48511.09573,-0.363,-0.307,-0.584,,48511.09573,0.03,0.746,0.765,,
48510.21951,0.085,0.82,0.189,,48510.19461,9.483,-3.029,1.056,,,,,,,48511.12063,-0.378,-0.334,-0.569,,48511.12063,-0.967,-0.721,2.718,,
48510.22449,0.066,0.964,0.221,,48510.19958,9.678,-3.184,1.275,,,,,,,48511.12561,-0.38,-0.337,-0.566,,48511.12561,-1.301,-0.55,2.717,,
48510.22946,0.056,1.107,0.235,,48510.20456,9.685,-3.405,1.492,,,,,,,48511.13058,-0.382,-0.34,-0.564,,48511.13058,-1.589,-0.722,2.232,,
48510.23443,0.054,1.252,0.238,,48510.20953,9.702,-3.5,1.663,,,,,,,48511.13556,-0.383,-0.341,-0.563,,48511.13556,-1.534,-0.988,1.475,,
48510.23941,0.047,1.417,0.244,,48510.21451,9.668,-3.503,1.87,,,,,,,48511.14053,-0.385,-0.342,-0.561,,48511.14053,-1.136,-0.902,0.836,,
48510.24438,0.032,1.599,0.253,,48510.21951,9.86,-3.378,2.037,,,,,,,48511.14551,-0.386,-0.342,-0.56,,48511.14551,-0.359,-0.486,0.31,,
48510.24936,0.011,1.798,0.263,,48510.22449,10.105,-3.232,2.108,,,,,,,48511.15051,-0.387,-0.342,-0.559,,48511.15051,0.57,0.111,-0.201,,
48510.25433,-0.023,2.002,0.277,,48510.22946,10.144,-3.145,2.075,,,,,,,48511.15548,-0.387,-0.342,-0.558,,48511.15548,1.357,0.716,-0.335,,
48510.25934,-0.075,2.209,0.301,,48510.23443,10.166,-3.132,1.988,,,,,,,48511.16046,-0.388,-0.342,-0.557,,48511.16046,1.827,1.134,0.194,,
48510.26431,-0.155,2.438,0.329,,48510.23941,10.226,-3.173,2.031,,,,,,,48511.16543,-0.388,-0.342,-0.556,,48511.16543,2.008,1.255,0.325,,
48510.26928,-0.269,2.695,0.356,,48510.24438,10.363,-3.229,1.854,,,,,,,48511.17041,-0.389,-0.342,-0.556,,48511.17041,1.872,1.058,-0.207,,
48510.27426,-0.412,2.976,0.378,,48510.24936,10.294,-3.272,1.485,,,,,,,48511.17541,-0.389,-0.343,-0.555,,48511.17541,1.543,0.679,-0.812,,
48510.27923,-0.586,3.274,0.4,,48510.25433,10.207,-3.175,1.182,,,,,,,48511.18039,-0.389,-0.343,-0.555,,48511.18039,-0.373,-1.052,-0.602,,
48510.28421,-0.795,3.573,0.417,,48510.25934,10.063,-3.06,0.957,,,,,,,48511.18536,-0.389,-0.343,-0.555,,48511.19034,-0.92,-1.789,-0.809,,
48510.28918,-1.002,3.837,0.392,,48510.26431,10.179,-2.902,0.729,,,,,,,48511.19034,-0.388,-0.343,-0.556,,48511.19531,-1.259,-2.524,-1.301,,
48510.29419,-1.189,4.047,0.346,,48510.26928,10.268,-2.715,0.412,,,,,,,48511.19531,-0.388,-0.342,-0.557,,48511.22021,-0.617,-3.139,-1.262,,
48510.29916,-1.34,4.171,0.292,,48510.27426,10.57,-2.323,-0.055,,,,,,,48511.22021,-0.385,-0.335,-0.562,,48511.22519,-0.184,-2.431,-1.556,,
48510.30414,-1.42,4.226,0.2,,48510.27923,11.187,-1.893,-0.049,,,,,,,48511.22519,-0.385,-0.334,-0.562,,48511.23016,0.238,-1.789,-1.792,,
48510.30911,-1.451,4.262,0.08,,48510.28421,11.358,-1.504,0.22,,,,,,,48511.23016,-0.384,-0.333,-0.562,,48511.23514,0.547,-1.24,-1.923,,
48510.31408,-1.458,4.317,-0.021,,48510.28918,11.283,-1.182,0.493,,,,,,,48511.23514,-0.383,-0.333,-0.562,,48511.24011,0.581,-0.898,-1.985,,
48510.31906,-1.451,4.368,-0.076,,48510.29419,11.726,-1.187,1.378,,,,,,,48511.24011,-0.382,-0.332,-0.562,,48511.24508,0.466,-0.745,-2.048,,
48510.32403,-1.438,4.413,-0.109,,48510.29916,12.095,-1.034,2.259,,,,,,,48511.24508,-0.381,-0.331,-0.563,,48511.25009,0.292,-0.652,-2.186,,
48510.32901,-1.416,4.467,-0.129,,48510.30414,11.843,-1.149,2.921,,,,,,,48511.25009,-0.381,-0.33,-0.563,,48511.25506,0.054,-0.519,-2.565,,
48510.33398,-1.386,4.54,-0.124,,48510.30911,11.092,-1.503,3.452,,,,,,,48511.25506,-0.38,-0.33,-0.564,,48511.26004,-0.34,-0.356,-2.816,,
48510.33899,-1.347,4.625,-0.086,,48510.31408,10.731,-1.899,3.817,,,,,,,48511.26004,-0.38,-0.329,-0.564,,48511.26501,-0.719,-0.265,-2.863,,
48510.34396,-1.299,4.701,-0.027,,48510.31906,10.624,-2.24,4.309,,,,,,,48511.26501,-0.38,-0.328,-0.565,,48511.26999,-1.124,-0.238,-2.806,,
48510.34894,-1.234,4.745,0.037,,48510.32403,10.236,-2.755,4.949,,,,,,,48511.26999,-0.381,-0.328,-0.565,,48511.27496,-1.936,-0.419,-2.922,,
48510.35391,-1.138,4.733,0.085,,48510.32901,9.73,-3.327,5.369,,,,,,,48511.27496,-0.382,-0.328,-0.565,,48511.27994,-4.649,-1.633,-3.41,,
48510.35891,-1.022,4.65,0.117,,48510.33398,9.346,-3.856,5.535,,,,,,,48511.27994,-0.383,-0.327,-0.564,,48511.28491,-3.275,-1.76,-4.876,,
48510.36389,-0.903,4.471,0.136,,48510.33899,9.292,-4.2,5.585,,,,,,,48511.28491,-0.385,-0.326,-0.564,,48511.28991,-0.921,-0.777,-4.91,,
48510.36886,-0.787,4.221,0.136,,48510.34396,9.528,-4.201,5.516,,,,,,,48511.28991,-0.387,-0.325,-0.563,,48511.29489,-0.424,0.409,-3.273,,
48510.37384,-0.677,3.936,0.128,,48510.34894,9.727,-3.868,5.184,,,,,,,48511.29489,-0.39,-0.325,-0.562,,48511.31976,0.576,0.371,2.625,,
48510.37881,-0.584,3.625,0.115,,48510.35391,9.84,-3.395,4.342,,,,,,,48511.31976,-0.409,-0.332,-0.551,,48511.32477,0.703,0.183,3.172,,
48510.38379,-0.509,3.306,0.1,,48510.35891,9.889,-2.808,3.435,,,,,,,48511.32477,-0.413,-0.336,-0.547,,48511.32974,0.875,0.207,3.244,,
48510.38876,-0.448,3.002,0.077,,48510.36389,9.652,-2.326,2.798,,,,,,,48511.32974,-0.416,-0.341,-0.543,,48511.33471,0.751,0.157,2.982,,
48510.39374,-0.403,2.719,0.047,,48510.36886,9.339,-2.052,2.288,,,,,,,48511.33471,-0.42,-0.345,-0.538,,48511.33969,0.347,0.022,2.404,,
48510.39871,-0.369,2.448,0.009,,48510.37384,9.103,-1.947,2.073,,,,,,,48511.33969,-0.423,-0.35,-0.534,,48511.34466,-0.055,0.1,1.72,,
48510.40371,-0.34,2.19,-0.031,,48510.37881,9.029,-1.894,2.158,,,,,,,48511.34466,-0.427,-0.355,-0.529,,48511.34964,-0.133,0.535,1.332,,
48510.40869,-0.315,1.975,-0.077,,48510.38379,9.026,-1.694,2.327,,,,,,,48511.34964,-0.43,-0.359,-0.525,,48511.35464,-0.026,1.065,1.242,,
48510.41366,-0.295,1.811,-0.116,,48510.38876,9.002,-1.641,2.544,,,,,,,48511.35464,-0.433,-0.363,-0.52,,48511.35962,0.001,1.488,1.021,,
48510.41864,-0.279,1.696,-0.139,,48510.39374,9.1,-1.697,2.98,,,,,,,48511.35962,-0.437,-0.367,-0.515,,48511.36459,0.001,1.758,0.608,,
48510.42361,-0.251,1.622,-0.141,,48510.39871,9.151,-1.803,3.655,,,,,,,48511.36459,-0.44,-0.371,-0.51,,48511.36957,-0.058,1.952,0.25,,
48510.42859,-0.218,1.58,-0.123,,48510.40371,9.029,-1.988,4.347,,,,,,,48511.36957,-0.443,-0.374,-0.506,,48511.37454,0.063,2.066,-0.147,,
48510.43356,-0.181,1.567,-0.094,,48510.40869,8.833,-2.382,5.063,,,,,,,48511.37454,-0.446,-0.377,-0.501,,48511.37951,0.399,2.156,-0.597,,
48510.43854,-0.148,1.563,-0.062,,48510.41366,8.612,-2.901,5.832,,,,,,,48511.37951,-0.45,-0.38,-0.497,,48511.38449,0.921,2.481,-0.463,,
48510.44354,-0.124,1.569,-0.04,,48510.41864,8.491,-3.319,6.63,,,,,,,48511.38449,-0.453,-0.383,-0.492,,48511.38949,1.675,2.889,-0.208,,
48510.44851,-0.119,1.582,-0.019,,48510.42361,8.459,-3.678,7.19,,,,,,,48511.38949,-0.456,-0.386,-0.488,,48511.39447,2.122,3.091,0.264,,
48510.45349,-0.125,1.593,-0.006,,48510.42859,8.46,-3.858,7.524,,,,,,,48511.39447,-0.459,-0.388,-0.484,,48511.42431,2.7,2.315,1.928,,
48510.45846,-0.136,1.579,-0.005,,48510.43356,8.531,-3.728,7.672,,,,,,,48511.42431,-0.473,-0.384,-0.476,,48511.42932,2.979,2.093,1.728,,
48510.46344,-0.153,1.536,-0.027,,48510.43854,8.474,-3.548,7.638,,,,,,,48511.42932,-0.475,-0.381,-0.477,,48511.43429,2.776,1.011,1.24,,
48510.46841,-0.176,1.482,-0.067,,48510.44354,8.365,-3.407,7.525,,,,,,,48511.43429,-0.476,-0.37,-0.483,,48511.44424,2.247,0.237,1.136,,
48510.47342,-0.202,1.422,-0.124,,48510.44851,8.413,-3.222,7.25,,,,,,,48511.44424,-0.476,-0.364,-0.486,,48511.44922,1.799,-0.515,1.441,,
48510.47839,-0.233,1.359,-0.202,,48510.45349,8.598,-2.842,6.847,,,,,,,48511.44922,-0.477,-0.357,-0.491,,48511.45419,1.518,-1.235,2.398,,
48510.48337,-0.27,1.301,-0.295,,48510.45846,8.671,-2.31,6.551,,,,,,,48511.45419,-0.477,-0.35,-0.495,,48511.4592,0.917,-2.144,3.498,,
48510.48834,-0.307,1.239,-0.393,,48510.46344,8.67,-1.822,6.346,,,,,,,48511.4592,-0.477,-0.343,-0.5,,48511.46417,0.709,-2.396,5.551,,
48510.49331,-0.35,1.182,-0.488,,48510.46841,8.791,-1.407,6.233,,,,,,,48511.46417,-0.476,-0.335,-0.505,,48511.46914,0.489,-2.228,5.765,,
48510.49829,-0.391,1.129,-0.578,,48510.47342,8.893,-1.146,6.194,,,,,,,48511.46914,-0.476,-0.328,-0.509,,48511.47412,0.18,-2.299,4.063,,
48510.50326,-0.424,1.075,-0.654,,48510.47839,8.875,-1.101,6.121,,,,,,,48511.47412,-0.475,-0.32,-0.514,,48511.47909,0.117,-2.394,3.392,,
48510.50827,-0.448,1.025,-0.709,,48510.48337,8.803,-1.273,6.121,,,,,,,48511.47909,-0.473,-0.313,-0.518,,48511.48407,0.039,-2.636,2.839,,
48510.51324,-0.459,0.979,-0.744,,48510.48834,8.691,-1.445,6.313,,,,,,,48511.48407,-0.47,-0.306,-0.522,,48511.48904,-0.119,-2.768,1.517,,
48510.51822,-0.454,0.937,-0.767,,48510.49331,8.519,-1.726,6.58,,,,,,,48511.48904,-0.467,-0.299,-0.526,,48511.49402,-0.603,-2.787,-1.224,,
48510.52319,-0.434,0.906,-0.783,,48510.49829,8.203,-1.955,6.86,,,,,,,48511.49402,-0.464,-0.292,-0.53,,48511.49899,-0.445,-0.687,-6.524,,
48510.52817,-0.403,0.905,-0.792,,48510.50326,7.83,-2.2,7.116,,,,,,,48511.49899,-0.456,-0.276,-0.537,,48511.52389,-0.17,-0.57,-4.409,,
48510.53314,-0.366,0.933,-0.794,,48510.50827,7.471,-2.582,7.418,,,,,,,48511.52389,-0.453,-0.272,-0.535,,48511.52887,0.369,-0.268,-2.937,,
48510.53811,-0.329,0.98,-0.784,,48510.51324,7.33,-2.898,7.86,,,,,,,48511.52887,-0.452,-0.271,-0.534,,48511.53387,1.293,0.262,-0.793,,
48510.54309,-0.286,1.068,-0.768,,48510.51822,7.296,-3.076,8.467,,,,,,,48511.53387,-0.451,-0.271,-0.533,,48511.54382,1.723,-0.012,-0.412,,
48510.54809,-0.247,1.186,-0.753,,48510.52319,7.22,-3.214,8.926,,,,,,,48511.53885,-0.448,-0.271,-0.532,,48511.5488,1.886,-0.374,-0.67,,
48510.55307,-0.217,1.303,-0.743,,48510.52817,7.079,-3.36,9.217,,,,,,,48511.54382,-0.446,-0.271,-0.531,,48511.55377,1.869,-0.59,-1.081,,
48510.55804,-0.194,1.403,-0.735,,48510.53314,6.845,-3.428,9.557,,,,,,,48511.5488,-0.443,-0.271,-0.531,,48511.55874,1.772,-0.659,-1.387,,
48510.56302,-0.188,1.486,-0.738,,48510.53811,6.753,-3.509,9.808,,,,,,,48511.55377,-0.441,-0.271,-0.53,,48511.56372,1.627,-0.718,-1.518,,
48510.56799,-0.193,1.551,-0.746,,48510.54309,6.805,-3.54,9.645,,,,,,,48511.55874,-0.438,-0.272,-0.529,,48511.56872,1.347,-0.768,-1.602,,
48510.57297,-0.203,1.604,-0.758,,48510.54809,6.871,-3.394,9.329,,,,,,,48511.56372,-0.435,-0.273,-0.529,,48511.5737,0.336,-1.137,-1.497,,
48510.57797,-0.221,1.641,-0.778,,48510.55307,6.848,-3.105,8.924,,,,,,,48511.56872,-0.433,-0.274,-0.528,,48511.58365,-0.031,-1.188,-0.875,,
48510.58294,-0.256,1.668,-0.794,,48510.55804,6.782,-2.743,8.423,,,,,,,48511.5737,-0.43,-0.276,-0.526,,48511.58862,-0.178,-1.035,-0.018,,
48510.58792,-0.307,1.669,-0.808,,48510.56302,6.728,-2.336,7.973,,,,,,,48511.58365,-0.429,-0.277,-0.525,,48511.6185,0.45,0.021,0.831,,
48510.59289,-0.365,1.646,-0.827,,48510.56799,6.745,-2.048,7.585,,,,,,,48511.58862,-0.429,-0.279,-0.524,,48511.62347,0.467,0.17,1.01,,
48510.59787,-0.425,1.6,-0.852,,48510.57297,6.605,-1.946,7.108,,,,,,,48511.6185,-0.428,-0.281,-0.519,,48511.62845,0.278,0.051,1.109,,
48510.60284,-0.476,1.537,-0.886,,48510.57797,6.476,-1.907,6.56,,,,,,,48511.62347,-0.427,-0.281,-0.519,,48511.63342,-0.084,-0.276,1.188,,
48510.60782,-0.503,1.449,-0.915,,48510.58294,6.461,-1.861,6.09,,,,,,,48511.62845,-0.427,-0.281,-0.518,,48511.63843,-0.37,-0.59,1.352,,
48510.61279,-0.507,1.333,-0.939,,48510.58792,6.42,-1.678,5.818,,,,,,,48511.63342,-0.427,-0.281,-0.518,,48511.6434,-0.501,-0.801,1.572,,
48510.6178,-0.478,1.189,-0.961,,48510.59289,6.368,-1.493,5.679,,,,,,,48511.63843,-0.427,-0.28,-0.517,,48511.64837,-0.444,-0.706,1.749,,
48510.62277,-0.418,1.021,-0.986,,48510.59787,6.215,-1.418,5.762,,,,,,,48511.6434,-0.426,-0.28,-0.517,,48511.65335,-0.175,-0.397,1.819,,
48510.62774,-0.331,0.862,-1.005,,48510.60284,6.041,-1.451,5.917,,,,,,,48511.64837,-0.426,-0.279,-0.516,,48511.65832,0.116,-0.134,1.776,,
48510.63272,-0.237,0.745,-1.013,,48510.60782,5.972,-1.628,6.192,,,,,,,48511.65335,-0.426,-0.278,-0.516,,48511.6633,0.245,0.17,1.62,,
48510.63769,-0.158,0.672,-1.003,,48510.61279,5.935,-1.841,6.6,,,,,,,48511.65832,-0.426,-0.277,-0.515,,48511.66827,0.396,0.564,1.279,,
48510.64267,-0.106,0.642,-0.971,,48510.6178,5.914,-2.136,7.159,,,,,,,48511.6633,-0.425,-0.276,-0.515,,48511.67328,0.582,1.007,0.892,,
48510.64764,-0.083,0.65,-0.919,,48510.62277,5.89,-2.427,7.789,,,,,,,48511.66827,-0.425,-0.275,-0.514,,48511.67825,0.6,1.25,0.325,,
